sentence1,sentence2,similarity,predicted_similarity
A woman is looking down and is wearing a wedding veil,A boy is looking down and wearing a wedding veil,2.375,4.2943063
A bride with a white veil is looking down,A boy is looking down and wearing a wedding veil,2.625,3.500943
A bride with a white dress is looking down,A woman is looking down and is wearing a wedding veil,3.625,3.6457279
A bride with a white veil is looking down,A woman is looking down and is wearing a wedding veil,4.125,3.9754689
Two dogs are running through high grass,Two large dogs are frolicking in a grassy field,3.5,3.0948725
A black dog is running across a rocky landscape,A black cat is walking along rocky terrain,2.25,2.4354184
Three small dogs are sniffing at something,Three dogs are sniffing at something,4.5,4.4549417
Some young dirt bikers are getting a dirt bike up a sandy hill,Some young bikers are getting a dirt bike up a sandy hill,4.25,4.221566
Some young dirt bikers are getting a dirt bike up a sandy hill,A young man is pushing a motocross bike down a dirt hill,2.375,3.2347941
Some young dirt bikers are getting a dirt bike up a sandy hill,A young man is pushing a motocross bike up a dirt hill,3.25,3.4290314
A middle aged man and woman are riding bikes down a road beside the water,A middle aged man and woman are riding bikes down a road near the water,4.875,4.3649144
An older man and a woman are riding bikes on the boardwalk near the ocean,An older man and a woman are riding bikes on the boardwalk near the water,4.875,3.9725583
An older man and a woman are riding bikes on the boardwalk near the ocean,A middle aged man and woman are riding bikes down a road beside the water,3.625,3.5619211
Some people and cars are on a crowded street,Some people and vehicles are on a crowded street,4.375,4.3011827
Some people and vehicles are on a crowded street,Some people and vehicles are on a almost empty street,4.0,4.001196
Some people and vehicles are on a almost empty street,Pedestrians and cars are moving through a traffic jam in a big city,2.0,2.7624547
Two brown and white dogs are fighting on a grassy area in front of a tree,Two brown and white dogs are fighting on a grassy area behind a tree,4.0,4.218686
Two dogs are playing outside,Two brown and white dogs are fighting on a grassy area behind a tree,3.125,1.7883071
Two dogs are playing outside,Two brown and white dogs are fighting on a grassy area in front of a tree,2.5,1.7714891
A soccer player is sitting on the field and is drinking water,Water is being drunk by a soccer player sitting on the field,4.75,4.1853404
A soccer player is sitting on the field and is drinking water,A soccer player is sitting on the field and is drinking beer,2.375,3.9309988
A man is sitting on the grass and drinking from a water bottle,A woman is sitting on the grass and is drinking from a water bottle,3.75,3.5337863
A soccer player is sitting on the field and is drinking water,A woman is sitting on the grass and is drinking from a water bottle,2.875,2.126829
The dog is running through the wet sand,A dog is running on the sea shore,3.5,3.742231
The dog is running through the wet sand,There is no dog running on the beach,1.75,2.8977532
A boy is wearing sunglasses,A girl is wearing sunglasses,2.875,2.7759936
A boy is wearing sunglasses,A chubby faced boy is not wearing sunglasses,3.375,2.369257
A chubby faced boy is wearing sunglasses,A boy is wearing sunglasses,4.125,4.76411
Two bmx bikers are jumping dirt ramps in front of the water,Two bmx bikers are jumping dirt ramps in front of a body of water,4.75,4.15268
There is no bmx biker jumping dirt ramps in front of a body of water,Two bmx bikers are jumping dirt ramps in front of a body of water,4.25,3.1773932
Some bikers are getting airborne on a track near water and a skyline,Some bikers are not getting airborne on a track near water and a skyline,3.625,3.4762106
Two bmx bikers are jumping dirt ramps in front of the water,Some bikers are getting airborne on a track near water and a skyline,3.875,3.4578385
There is no bmx biker jumping dirt ramps in front of a body of water,Some bikers are getting airborne on a track near water and a skyline,2.75,2.6228304
A man is doing a trick on a skateboard,A man is doing a trick on a bike,1.875,4.411321
A man is doing a skateboard trick on an outdoor park porch,A man is doing a skateboard trick on a park porch,4.75,4.2869883
A woman is doing a skateboard trick on an outdoor park porch,A man is doing a skateboard trick on an outdoor park porch,3.625,3.883701
A man is doing a trick on a bike,A man is doing a skateboard trick on an outdoor park porch,2.23125,3.4663556
A person in a motocross uniform is wearing a helmet and rides a red motorcycle,A racer in full gear wears a helmet with sponsor logos and is riding a blue sport motorcycle,2.875,4.0911684
People are sitting at square tables in a red room,Several people are sitting at little tables in a darkened room,3.0,3.4246564
A boy in a striped shirt is jumping in front of a water fountain,A boy is jumping on the side of a stone water fountain in front of a building,3.5,4.1322765
"Two large dogs, a light colored one and a dark one, are quickly moving through snowy terrain","Two large dogs, a light colored one and a dark one, are running through snowy terrain",4.625,4.1405325
A bald man in a band is playing guitar in the spotlight,A man is playing guitar next to a drummer,3.0,4.1979566
A black dog is jumping off a dock into water,A black dog is jumping from a dock into the water,4.875,4.3351126
A girl in a white dress is running,A girl in a white dress is standing,3.125,3.308123
A little girl is smiling and running outside,A little girl is smiling and running inside,4.125,4.0895405
A skier in black is catching a tiny bit of air,A skier dressed in black is catching a tiny bit of air,4.875,4.6960607
A man is skiing down a snowy mountain,A skier in black is catching a tiny bit of air,3.0,2.690414
A man is skiing down a snowy hill,A skier in white is catching a tiny bit of air,3.5,2.3922293
A child is splashing in a pool for children and other kids are playing in the background,A child is splashing in a pool for children and other children are playing in the background,4.875,4.4390883
Two men are standing together and one is looking through binoculars,Two men are looking out and binoculars are being held by one of them,3.75,3.8963304
Two women are standing together and one is looking through binoculars,Two men are looking out and one is holding binoculars,2.125,3.5389528
A man on a motorcycle is going around a corner,There is no motorcyclist on a bike leaning into a sharp corner,3.625,2.8668818
An old man in a white shirt and gold and black hat is sitting with crossed legs,A young man in a white shirt and gold and black hat is sitting with crossed legs,3.125,4.205667
A young person in a white shirt and gold and black hat is sitting with crossed legs,A man with a backwards hat is sitting on the ground,2.25,4.2454066
A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a man with grey hair,A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a woman with grey hair,3.85625,3.9487514
A young occidental girl is standing above the crowd and is playing with a pinwheel,A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a man with grey hair,2.125,2.1303024
A young man on a bmx bicycle is jumping off a masonry pyramid,A man on a bike is jumping on a pyramid-shaped ramp,3.75,3.7589538
There is no bicyclist jumping on a pyramid-shaped ramp,A young man on a bmx bicycle is jumping off a masonry pyramid,3.625,3.0214896
A shirtless man is playing football on a field,A man with no shirt is holding a football,3.125,2.8103602
A man with no shirt is holding a football,A shirtless man is playing football in a gym,3.75,2.7099879
The man is going into the water,The man is not going into the water,2.5,3.268308
Two people are sitting on a park bench on a sunny day,Two people are sitting on a park bench on a hot day,4.125,3.5927427
Two women dressed in white and black are relaxing on a bench,Two women dressed in white and black are sitting on a bench,4.0,3.6801379
Two people are sitting on a park bench on a hot day,Two women dressed in white and black are sitting on a bench,3.25,3.1194415
Five people are standing with three dogs in the green field beside the road,Five people are standing with three dogs in the park beside the road,4.125,4.3521557
Five people are standing with three dogs in the green field beside the road,Five people are standing in the grass with some dogs,4.25,3.9999325
A girl is carrying a lot of colorful scarves on the beach,A young woman is carrying a lot of colorful scarves on the beach,3.875,4.1049447
A rainbow afghan is being held by a girl in gold and purple,A girl in gold and purple is holding a rainbow afghan,5.0,3.8481362
A girl in gold and purple is holding a rainbow afghan,A man in gold and purple is holding a rainbow afghan,3.5,3.1205418
A girl in gold and purple is holding a rainbow afghan,A girl is carrying a lot of colorful scarves on the beach,1.6249999999999998,1.6958085
An old woman is carrying a lot of colorful scarves on the beach,A girl in gold and purple is holding a rainbow afghan,0.625,0.89549935
A light brown dog is running in the water,A tan dog is splashing in the water on the bank of a river,3.625,3.0011303
A light brown dog is running in the water,A tan dog is splashing in the water on the bank of a pond,3.625,2.9910495
The child is splashing water in a small blue pool,The child is splashing water in a big red pool,3.0,3.408668
A toddler is making a splash inside a blue paddling pool,The child is splashing water in a pool,3.875,4.124732
A grey silky dog is lying in the grass and a brown dog is looking on,The brown dog is spotting a black dog lying in the dry field,2.875,2.227566
A man in a hat is standing outside of a green jeep,A man is standing on a black jeep on a dirt hill,1.75,3.7206197
A black dog and a small white and black dog are looking up at a kitchen countertop,Two dogs are looking up at a kitchen countertop,4.5,3.668204
A large dog and a small dog are standing next to the kitchen counter and are investigating,Two dogs are looking up at a kitchen countertop,4.125,2.8195522
A dirty tan dog is rolling in the water and looking right at the camera,A dog is rolling on the ground,2.0,3.6975863
A dirty tan dog is rolling in the dirt and looking right at the camera,A dog is playing on the ground,3.75,2.516357
A man with a white hat and brown shirt is behind a woman in red and is looking to the left,A man with a white hat and brown shirt is behind a woman in red and is looking to the side,4.375,3.9940178
An Arabic man is wearing a white hat,A man with a white hat and brown shirt is behind a woman in red and is looking to the side,2.0,2.2689483
Little kids are playing in a water fountain in front of lots of people,Little kids are playing in a water fountain in front of few people,3.875,4.362378
Children are playing in a fountain that is spraying water from the ground,Animals are playing in fountains that spray water from the ground,2.9375,4.460084
A person on a yellow dirt bike is taking a jump,A person on a yellow clean bike is taking a jump,3.25,3.769982
A man on a yellow dirt bike is taking a jump,A cyclist on a yellow bike is airborne,4.375,3.9186504
A person on a yellow dirt bike is taking a jump,A cyclist on a yellow bike is airborne,4.25,3.8411143
An old man with a grey beard is riding a bike,An old man with a beard that is grey is riding a bike,5.0,3.7268364
A woman is wearing a beret and is riding the bicycle on a recreation trail,An old man with a grey beard is riding a bike,2.125,1.3686689
Five adults are sitting on stone steps,Five adults are sitting on a chair,3.125,3.4050102
Five adults are sitting on a chair,People are sitting against a wall,2.25,2.5305123
A man is not rock climbing and a city and a bay are in the background,A man is rock climbing and a city and a bay are in the background,4.25,3.3906677
"A man is rock climbing, pausing and calculating the route","A man is rock climbing, stopping and calculating the route",4.75,4.767324
"A man is rock climbing, stopping and calculating the route",A man is rock climbing and a city and a bay are in the background,3.5,3.4807663
A man is not rock climbing and a city and a bay are in the background,"A man is rock climbing, pausing and calculating the route",2.25,2.8825126
A little girl is missing a baseball on a tee,A little girl is hitting a baseball off a tee,2.6875,3.664819
A little girl is missing a baseball on a tee,A little girl in a pink shirt is playing t-ball and taking a swing,3.625,2.9306924
A little girl wearing a pink shirt is playing t-ball and taking a swing,A little girl is hitting a baseball off a tee,3.25,2.7467687
The people are standing at a carnival,The people are standing at a parade,2.75,4.1725855
A group of rollerbladers is lining up on the street,A group of rollerbladers is lining up on the road,4.875,4.0326986
A woman is marching with a pair of dogs,A woman is walking with a pair of dogs,4.25,4.2207828
A woman is standing with a pair of dogs,A woman is marching with a pair of dogs,3.875,3.6519103
A woman is marching with a pair of dogs,A woman is showing a dog with very short hair at a dog show,1.75,2.9855514
A woman is standing with a pair of dogs,A woman is showing a dog with very long hair at a dog show,2.5,2.7140806
A woman is showing a dog with very long hair at a dog show,A woman is marching with a pair of dogs,2.375,2.7957916
A skateboarder is making a jump off a ramp,No skateboarder is making a jump off a ramp,2.875,3.367853
A man dressed in black is wearing inline skates and performing a trick on a rail,A skateboarder is making a jump off a ramp,1.75,2.4241328
Three children are running down hill,Three kids are running down hill,4.75,4.5438643
Three children are running down a hillside covered by grass,Three children are running down hill,4.125,4.284802
A shirtless man is posing with a girl who is hiking in a park,A shirtless woman is posing with a girl who is hiking in a park,3.0,4.3593197
A shirtless man is posing with a girl who is hiking in a park,A man with a shirt is posing with the arms spread next to a woman,3.0,3.988279
Two white puppies are playing near a pool,Two white puppies are playing near water,4.25,3.9781716
A young couple is lying in bed,A young couple is lying on a bed together,4.625,4.183093
Three men are walking across a rope and wood bridge over a river,Three people are walking across a rope and wood bridge over a river,4.375,4.321765
Four people are walking on a bridge over a river,Four people are walking on a bridge over a body of water,4.5,3.8039804
Several people are crossing in line a bridge,Four people are walking on a bridge over a body of water,3.875,2.7013478
Four people are walking on a bridge over a body of water,Several people are walking in line across a bridge,3.625,3.8342824
A toddler is not riding a plastic scooter toy,A young child is riding a three wheeled scooter down the sidewalk,2.5,3.1190932
A girl is jumping rope on a sidewalk near a parking garage,A boy is jumping rope on a sidewalk near a parking garage,3.0,3.9156392
A young girl is jumping rope on a sidewalk near a parking garage,A girl is skipping rope on a sidewalk,3.875,4.1341653
People are clustered around a bonfire at night,People are sitting around a bonfire at night,4.75,4.3876104
People are clustered around a bonfire at night,Several people are gathered around a fire at night,4.75,3.5833666
People are clustered around a bonfire at morning,Several people are sitting around a fire at night,3.875,3.2672706
Two dogs are walking slowly through a park,Two dogs are running through the park,3.23125,3.5316782
A man is hanging on the ledge of a balcony,A man is leaning on the ledge of a balcony,3.875,3.9756954
A man with a white moustache is standing on a balcony and is looking at the road below,A man is leaning on the ledge of a balcony,3.5,3.7802434
A small white dog is running across a lawn,A big white dog is running across a lawn,2.625,3.834382
A brown and white dog with a brown and black bandanna is running very fast,A brown and white cat with a brown and black bandanna is running very fast,3.375,3.8005807
A dog on a leash is walking in the water,The dog is on a leash and is walking out of the water,3.625,3.884864
A red sled is being held by a little girl in a green coat and a boy walking in the snow,A little girl in a green coat and a boy holding a red sled are walking in the snow,4.0,4.3043885
A child is wearing a coat and is carrying a red sled behind a child in a green and black coat,A child is wearing a coat and is carrying a red sled near a child in a green and black coat,4.375,3.7828083
A little girl in a green coat and a boy holding a red sled are walking in the snow,A child is wearing a coat and is carrying a red sled near a child in a green and black coat,3.5,3.332735
A child is not wearing a coat and is carrying a red sled behind a child in a green and black coat,A little girl in a green coat and a boy holding a red sled are walking in the snow,2.375,2.977079
A boy is sitting in a seat,A toddler is sitting in a seat,3.375,3.6767414
A dog is catching a black frisbee,A dog is biting a black frisbee,3.875,3.826755
A woman is walking in a city street,A woman is wearing a long black coat and a brown hat and is walking past a park with a lot of blooming trees,2.5,1.7765182
Dirt bikers are riding on a trail,Motorbikes are being ridden by two people,3.375,3.4055886
A woman is leaning against a pole and is surrounded by people,A man is leaning against a pole and is surrounded by people,3.125,3.5503063
A middle eastern woman is standing with her back against a lamp post near to other people,A man is leaning against a pole and is surrounded by people,1.875,3.2076254
A middle eastern man is standing with the back against a lamp post near to other people,A man is leaning against a pole and is surrounded,3.625,3.144836
A man and a woman are standing in front of an art gallery and are looking at a map,A man and a woman are sitting in front of an art gallery and are looking at a map,3.0,4.5299993
A man and a woman are standing in front of an art gallery and are looking at a signboard ,A couple is looking at a map,1.6249999999999998,3.6029065
The dog is running across the dirty path,A little dog is running on the sand,3.375,3.5154448
Two males are standing on a cliff edge and one is jumping into the water,Two males are standing on a cliff edge and no one is jumping into the water,3.375,3.489865
Two males are standing on a cliff edge and no one is jumping into the water,One boy in orange shorts is standing on a rock cliff over the water and the other boy in black shorts is jumping of it into the water,2.875,2.7353964
A boy is playing a game with wooden blocks,A woman in blue shirt is looking at her hand near a stack of blocks on table,1.25,0.74286777
A woman is standing at the beach with a dog on a leash,A woman in a bikini is pulling a dog on a leash at the seashore,3.5,3.3307364
A woman in a bikini is pulling a cat on a leash at the beach,A woman is standing at the beach with a dog on a leash,2.75,3.5309885
A group of five old adults are lounging indoors,A small group of people are standing and two are sitting on the couch,3.125,2.850255
A big group of people are standing and two are sitting on the couch,A group of five young adults are lounging indoors,3.125,3.032878
A red and brown dog is digging its nose inside the holiday gift bag,The red and brown dog is digging its nose inside a holiday gift bag,5.0,4.636482
The red and brown dog is digging its nose inside a holiday gift bag,The red and brown dog is not digging its nose inside a holiday gift bag,3.625,3.4889457
A dog has its head inside a red and green gift bag,A red and brown dog is digging its nose inside the holiday gift bag,3.25,3.2028878
A dog has its head inside a red and green gift bag,The red and brown dog is not digging its nose inside a holiday gift bag,2.25,2.7361186
A dog has its head outside a red and green gift bag,The red and brown dog is digging its nose inside a holiday gift bag,3.125,2.6350942
The rider is biking in the snow and wearing a red jacket,A cyclist is biking in a snowy forest at day,2.75,3.4042723
A young girl in a bikini is jumping on the beach,A young girl in a bikini is sitting on the beach,3.25,4.065761
A young girl in swimming suite is jumping on the beach,A girl with a bikini is playing in the dunes,2.75,2.2843192
A young girl in a bikini is jumping on the beach,A girl with a bikini is playing in the dunes,3.625,3.6136043
A boy is wearing a hat and is walking in the wet sand,A little kid is wearing a hat and is walking in the wet sand,4.5,4.0599046
A little kid is wearing a hat and is walking in the wet sand,A white hat is being worn by a boy which is running on the beach,3.0,3.726124
A cardboard box is being touched by a man in a black hat,A man in a black hat is touching a cardboard box,4.875,4.2875924
A man in a black hat is reaching for a box,A person in a black hat is reaching for a box,4.5,4.223455
A young girl with a heart tank top is raising her hands as she is playing on a slide,A blond child is going down a slide and throwing up his arms,2.25,3.0068104
A young girl with a heart tank top is raising her hands as she is sliding,A blond kid is going down a slide and throwing up his arms,2.25,2.3963459
Two dogs are playing on the beach,A brown dog is running after a black dog on a rocky shore,3.625,2.7948728
A large white dog is jumping in the air over an area covered by snow,A large white dog is jumping in the air over a snowy area,4.875,4.2578697
A large white dog is jumping in the air over an area covered by snow,A large white dog is jumping up in the snow,4.0,3.7026968
Two young boys are wearing hats and sticking their colored tongues out,Two young kids are wearing hats and sticking their colored tongues out,4.375,4.2263503
Two young boys are wearing hats and sticking their colored tongues out,Two kids are not sticking out blue and green colored tongues,3.5,2.833333
Two young kids are wearing hats and sticking their colored tongues out,Two kids are sticking out blue and green colored tongues,3.625,3.443274
A dog is standing on the side of a mountain,A dog is standing on a mountain,3.875,4.280221
There is no dog standing on the side of a mountain,A dog is standing on the side of a mountain,3.75,3.4425817
A dog is standing on the side of a mountain,A white dog is standing on a hill covered by grass,2.875,3.097665
A dog is standing on the side of a mountain,A black dog is standing on a grassy hillside,3.5,3.4452589
A white dog is standing on a grassy hillside,A dog is standing on the side of a mountain,3.125,3.2152538
Two children are rolling in muddy water,Two boys are laying in the ocean far to the beach,2.375,2.0432956
Two children are rolling in dirty water,Two boys are laying in the ocean close to the beach,2.625,2.202868
Two children are rolling in clean water,Two boys are laying in the ocean close to the beach,2.5,1.9530028
A brown and black dog is pointing the nose upwards,A brown and black dog is pointing the nose downwards,3.375,3.4390118
A brown and black dog is pointing the nose upwards,A black and brown dog is eyeing an insect,1.875,3.535434
A brown and black dog is pointing the nose upwards,A black and brown cat is eyeing a fly,0.625,1.9130334
A black and brown dog is eyeing a fly,A brown and black dog is pointing the nose upwards,2.0,2.8152375
There is no veteran showing things from a war to some people,A veteran is showing different things from a war to some people,4.0,3.1804128
A grey dog is bouncing a soccer ball on its head in a grass field,A grey dog is bouncing a tennis ball on its head in a grass field,3.625,4.1606293
A dog with a blue collar is not playing with the ball outside,A grey dog is bouncing a soccer ball on its head in a grass field,2.625,2.4048839
Two little boys are playing outside with a soccer ball on the green grass,Children are playing outside with a soccer ball on the green grass,4.25,4.4395237
There are no little boys playing outside with a soccer ball on the green grass,Two children are playing soccer in the park,2.75,3.1493766
The woman is wearing a colorful shirt and a lot of jewelry,A woman is wearing a colorful shirt and a lot of jewelry,5.0,3.7503262
A girl with Indian clothing and henna on her hand is going through paperwork,A man is wearing a colorful shirt and a lot of jewelry,0.1250000000000001,1.0671121
A man is standing in the middle of a gym and is wearing a jersey,A man in a black jersey is standing in a gym,3.625,4.0237308
A snowboarder is jumping off the snow,There is no snowboarder jumping off the snow,2.625,3.4080536
A snowboarder is jumping off the snow,The snowboarder is not jumping off a snow covered hill,3.5,3.4244215
A woman in a black dress is pulling a cart and is standing near two men who are seated on a park bench,A lady is wearing a black dress and is carrying a white cross,2.5,2.183192
The boy is standing next to the opening of a fountain,A boy is standing next to the opening of a fountain,5.0,4.3682017
A boy in a swimsuit is sitting on top of a circular fountain,The boy is standing next to the opening of a fountain,3.25,3.091708
There is no boy in a swimsuit sitting on top of a circular fountain,A boy is standing next to the opening of a fountain,2.25,2.5456235
A brown and white animal is jumping on the sidewalk,A brown and white dog is jumping on the sidewalk,4.375,4.2131267
A little brown and white dog is running on the sidewalk,A brown and white cat is jumping on the sidewalk,2.375,3.2338939
A distant person with a blue backpack is hiking area full of rocks,The person is hiking,3.0,3.568422
A yellow cat is chasing a ball,A yellow dog is chasing a ball,3.0,2.7463877
A dog is turning on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball,4.625,4.1187515
There is no dog turning on the grass and pursuing a flying ball,A dog is turning on the grass and pursuing a flying ball,4.25,3.285783
There is no dog turning on the grass and pursuing a flying ball,A yellow dog is chasing a ball,2.75,3.1124303
A yellow dog is chasing a ball,A dog is turning on the grass and pursuing a flying ball,3.625,2.863519
A lady is standing on the street and is surrounded by school children,No lady is standing on the street and is surrounded by school children,2.25,3.2809849
A woman is wearing paint and costume pieces and is riding a bike on a busy street,A bike is being ridden by a woman wearing paint and costume pieces on a busy street,4.875,4.6044254
A girl in a strange outfit is riding the bike,A bike is being ridden by a woman wearing paint and costume pieces on a busy street,3.625,3.087138
A man with no shirt is jumping over a log,A guy is leaping into the air in a wooded area,3.25,1.9560659
A guy is leaping into the air in wood,A shirtless man is jumping over a log,1.6249999999999998,2.8663492
A dog is running with a volleyball,A dog is running with a ball,4.375,3.156536
A dog is running with a volleyball,The black dog is carrying a blue and white toy in its mouth,2.625,2.0613923
A girl in a band is playing the flute,A girl in a band is playing an instrument,4.25,4.6423693
A girl in a uniform is playing the flute with a marching band,A girl in a uniform is playing the flute with a band,4.625,4.7640395
A girl in a uniform is playing the flute with a marching band,A girl in a uniform is not playing the flute with a marching band,2.25,3.7350001
The man in blue is posing for a picture next to a vehicle,A man is standing at the wheel of a classic American car that has its door and trunk open,2.75,3.8102973
A person is standing at the wheel of a classic American car that has its door and trunk open,The man in blue is posing for a picture next to a car,2.25,3.0448227
A woman is standing at the wheel of a classic American car that has its door and trunk open,The man in blue is posing for a picture next to a car,1.875,2.7507157
Two people are sitting on a white bench,Two people are sitting on a bench,4.375,4.149352
Two people are standing on a bench,Two people are sitting on a bench,3.375,3.6040823
The woman is sitting near a flower bed and is overlooking a tunnel,A woman is sitting near a flower bed and is overlooking a tunnel,4.75,4.4058366
A man is sitting near a flower bed and is overlooking a tunnel,Two people are sitting on a bench,0.9125,0.7770449
Two people are sitting on a white bench,A woman is sitting near a flower bed and is overlooking a tunnel,1.125,2.5206788
A man is not wearing a clear plastic cap and a face mask,A man is wearing a clear plastic cap and a face mask,3.20625,3.0654078
Two dogs are in a kennel on their hind legs and are facing one another,Two animals are in a kennel on their hind legs and are facing one another,4.5,3.7048705
Two dogs are in a kennel on their hind legs and are facing one another,Two dogs are playing with each other,3.125,3.8234928
A black dog and a yellow dog are playing with each other,Two animals are in a kennel on their hind legs and are facing one another,2.625,1.3024037
A black dog and a yellow dog are playing with each other,Two cats are in a kennel on their hind legs and are facing one another,1.375,1.3471655
Two dogs and two people are sitting in the woods,Two dogs and two people are walking in the woods,3.25,4.08716
Two women with dogs are walking on a forest path,Two girl with dogs are walking on a forest path,3.75,4.394533
Two women with dogs are walking on a forest path,Two men with dogs are walking on a forest path,3.75,3.971246
A woman is snowboarding down a railing in the snow,A man is skiing down a hill and over a red obstacle,2.0,2.001273
A man is skiing down a hill and over a red obstacle,A man is snowboarding down a railing in the snow,1.5000000000000002,2.742463
Two construction workers are sitting up on the side of a palace,Two construction workers are sitting up on the side of a building,3.875,3.9205635
Two construction workers are sitting up on the side of a palace,Two men are taking a break from construction,3.875,2.863942
Two men are not taking a break from construction,Two construction workers are sitting up on the side of a building,3.125,2.7815745
No skateboarder is jumping in the air,A man in a red shirt is doing a trick with the skateboard,2.25,2.2830658
A snowboarder is grinding down a long concrete rail,There is no snowboarder grinding down a long concrete rail,4.25,3.49366
Two men and a girl in front of a wood panel wall are posing with funny faces,The friends are making faces for the camera,3.125,3.0027003
Four people are walking along a city sidewalk and the one in the green hat is phoning someone,Four people are walking along a city sidewalk and the one in the green hat is talking on a cell phone,4.5625,4.321035
Four people are walking along a city sidewalk and the one in the green hat is talking on a cell phone,A group of people is not walking down the street and a person in a green hat is on the phone,3.375,3.5899034
"A man is standing at dusk on an almost pristine, snowy road, that is lit only by headlights",A man is standing in the snow at the edge of a mountain,2.75,3.148343
A person is walking in the snow at the edge of a mountain,"A man is standing at dusk on an almost pristine, snowy road, that is lit only by headlights",1.75,2.4560316
"A man is standing at dusk on an almost pristine, snowy road, that is lit only by headlights",A person is standing in the snow at the edge of a mountain,2.25,2.7316637
Three women are resting in a village,Three women are sitting in a village,4.375,3.401586
Three women are sitting in a village,Three women are running in a village,3.25,3.7928205
Three women are running in a village,Three women are sitting together near woven walls,1.6249999999999998,2.4667099
A surfer is surfing a huge wave,A surfer in a white wetsuit is riding a foamy wave,4.125,3.4876866
A surfer in a black wetsuit is riding a foamy wave,A surfer is surfing a huge wave,3.875,4.429295
A man in green is kicking a soccer ball and a man in purple and white is rising up,A man in green is kicking a soccer ball and a man in purple and white is falling down,3.125,4.1289682
Two children are not playing in the surf,Two children are playing in the surf,3.75,3.6893685
Two children are playing,A kid is splashing in the ocean,1.25,1.4660631
Two children are playing in the surf,A kid is splashing in the pool,2.0,3.7845778
The man dressed in chaps made of leather and a purple shirt is standing in front of some onlookers,A man is wearing a purple shirt and black leather chaps and is posing for the camera,3.875,2.9606607
Two dogs are running and trying to catch a soccer ball,Two dogs are running and trying to catch a ball,4.25,4.214893
Two dogs on a lawn are playing with a plastic toy,Two dogs are running and catching a tennis ball,3.5,2.8636746
Two people dressed in green and red costumes are outside on the sidewalk,Two people dressed in green and red costumes are outside near the street,4.125,3.2805147
Two people dressed in green and red costumes are outside on the seashore,Two people dressed in green and red costumes are outside on the sidewalk,3.75,3.6013138
Men in costumes are walking around in the street,Two people dressed in green and red costumes are outside on the sidewalk,2.625,1.7334936
People in costumes are walking around in the street,Two people dressed in green and red costumes are outside near the street,4.25,2.3727932
No dog is in the sand that is blowing in the wind,A dog is in the sand that is blowing in the wind,3.875,3.1417139
The black and white dog is running in a field,The black and white dog is running in a green yard,4.0,3.5350344
The black and white dog is sitting on a green yard,The black and white dog is running in a green yard,2.25,3.299204
The black and white dog is running in a field,The black and white dog is running outdoors,4.25,3.9613562
A man and a woman are jumping on the curb,A man and a woman are standing on the curb,3.5,4.2896333
A woman wearing a blue shirt and high heels is standing on the sidewalk next to a man,A couple standing on the curb,3.375,3.1864257
A dog is jumping in the shade of some trees,A cat is jumping high into the air in the country,0.7500000000000001,2.0053785
A dog is jumping high into the air in the country,The dog is jumping in the shade of some trees,3.5,3.2966053
A dog is jumping high into the air in the country,A dog is jumping in the shade of some trees,2.75,3.3157384
A young boy is sitting in a bathing suit and waiting for the next race,A young swimmer is sitting in a bathing suit and waiting for the next race,4.75,4.684212
A young swimmer is sitting in a bathing suit and waiting for the next race,A young swimmer is standing in a bathing suit and waiting for the next race,4.125,4.365475
A young swimmer is sitting in a bathing suit and waiting for the next race,A kid is waiting wearing swim gear,3.1437500000000003,3.2718751
A cluster of four brown dogs are playing in a field of brown grass,There is no dog playing in a field of brown grass,1.375,3.2251492
Four dogs are playing in a grassy area,Four dogs are not playing in a grassy area,2.375,3.684778
A cluster of four brown dogs are playing in a field of brown grass,Four dogs are not playing in a grassy area,3.75,3.347179
There is no dog playing in a field of brown grass,Four dogs are playing in a grassy area,2.75,2.6533196
A cluster of four brown dogs are playing in a field of brown grass,Four dogs are playing in a grassy area,4.0,4.182541
The dog is having a rest in the park,The dog is having a rest in the living room,3.375,3.720409
A big brown and white spotted dog is lying on a cloth on the street,The dog is having a rest in the park,2.375,2.3078578
A white puppy is biting a pole,A brown puppy is gnawing a metallic post that is stuck in the ground,3.0,1.129215
A brown dog is gnawing a metallic post that is stuck in the ground,A brown puppy is biting a pole,3.5,4.205296
A woman is playing with a brown dog in a garden,A woman is petting a dog near a stone path,2.625,2.9770682
Two men are standing in deep water,Two men are walking through a river,2.5,2.888961
Two men are walking through the grass,Two men are standing in deep water,1.75,2.2302065
Two race cars are on a road in front of a grassy parking area,Two cars for racing are on a road in front of a grassy parking area,4.875,4.071373
A dog is running through the white snow,A dog is running through the snow,4.625,4.225774
A dog is running through the snow,No dog is running through the snow,2.625,3.096947
A brown dog is running in the snow,A dog is running through the white snow,4.125,3.4889147
A dog is fetching a stick out of very clear water,A dog is fetching a stick out of very dirty water,3.75,3.4671535
A dog is fetching a stick out of very clear water,A small black and white dog is carrying a stick and is swimming,3.0,3.7882004
The boy in the blue coverall is painting,The lady is holding the paintbrush next to the artist's easel ,0.625,3.0993845
A golden retriever is running,A dog is running,4.25,3.772966
A yellow dog is running down a path covered by sand,A golden retriever is running,3.25,3.310424
